title,url,raw_price,description,price,year,mileage,fuel,transmission,brand
https://www.sauto.cz/osobni/detail/bmw/x5/209500470,"BMW X5,
3,0 xDrive40i M Paket TAŽNÉ",1 049 000 Kč,"2021, 123 215 km, Benzín, Automatická",1049000.0,2021.0,123215.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/bmw/x5/209500470
https://www.sauto.cz/osobni/detail/volkswagen/arteon/209486325,"Volkswagen Arteon,
2,0 TDI DSG Combi Elegance",649 000 Kč,"2022, 69 745 km, Nafta, Automatická",649000.0,2022.0,69745.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon/209486325
https://www.sauto.cz/osobni/detail/bmw/rada-4/209486307,"BMW Řada 4,
2,0 430i A8 Gran Coupe M paket",769 000 Kč,"2022, 75 365 km, Benzín, Automatická",769000.0,2022.0,75365.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-4/209486307
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209482275,"Volkswagen Arteon Shooting Brake,
2,0 TDI DSG Elegance ACC",644 000 Kč,"2022, 59 953 km, Nafta, Automatická",644000.0,2022.0,59953.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209482275
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209482266,"Škoda Kodiaq,
2,0 TDI 4x4 DSG L&K WEBA+TAŽNÉ",874 000 Kč,"2023, 89 634 km, Nafta, Automatická",874000.0,2023.0,89634.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209482266
https://www.sauto.cz/osobni/detail/opel/insignia/209482263,"Opel Insignia,
1,5 CDTi Combi Elegance ST NAV",349 000 Kč,"2022, 122 622 km, Nafta, Manuální",349000.0,2022.0,122622.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/opel/insignia/209482263
https://www.sauto.cz/osobni/detail/volvo/v60/209481612,"Volvo V60,
2,0 B5 AWD Cross Country Pro",729 000 Kč,"2021, 47 044 km, Benzín, Automatická",729000.0,2021.0,47044.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volvo/v60/209481612
https://www.sauto.cz/osobni/detail/volkswagen/golf/209457498,"Volkswagen Golf,
1,5 TSI Life KESSY Variant",374 000 Kč,"2022, 108 619 km, Benzín, Manuální",374000.0,2022.0,108619.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209457498
https://www.sauto.cz/osobni/detail/volvo/xc60/209452563,"Volvo XC60,
2,0 B4 AWD Inscription NAVI",634 000 Kč,"2021, 132 521 km, Nafta, Automatická",634000.0,2021.0,132521.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/209452563
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209452545,"Škoda Kodiaq,
2,0 TDI 4x4 DSG Excl Selection",999 000 Kč,"2024, 52 117 km, Nafta, Automatická",999000.0,2024.0,52117.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209452545
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209433753,"Škoda Kodiaq,
2,0 Bi-TDI 4x4 DSG RS TAŽNÉ",580 000 Kč,"2020, 186 627 km, Nafta, Automatická",580000.0,2020.0,186627.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209433753
https://www.sauto.cz/osobni/detail/dodge/ram/209591532,"Dodge Ram,
+SPITFIRE+ROUGH COUNTRY+DPH+",969 000 Kč,"2018, 99 000 km, Benzín, Automatická",969000.0,2018.0,99000.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/dodge/ram/209591532
https://www.sauto.cz/osobni/detail/audi/a3/209433738,"Audi A3,
2,0 TDI AT7 S line Sportback",590 000 Kč,"2022, 53 594 km, Nafta, Automatická",590000.0,2022.0,53594.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a3/209433738
https://www.sauto.cz/osobni/detail/kia/xcee-d/209416503,"Kia XCee´d,
1,5 T-GDI GPF Exclusive",399 000 Kč,"2022, 44 583 km, Benzín, Manuální",399000.0,2022.0,44583.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/kia/xcee-d/209416503
https://www.sauto.cz/osobni/detail/hyundai/i30/209404350,"Hyundai i30,
1,5 T-GDI Combi Family Smart",289 000 Kč,"2022, 118 612 km, Benzín, Manuální",289000.0,2022.0,118612.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209404350
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209284344,"Škoda Kodiaq,
2,0 TDI 4x4 DSG Style ACC+NAVI",614 000 Kč,"2021, 75 618 km, Nafta, Automatická",614000.0,2021.0,75618.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209284344
https://www.sauto.cz/osobni/detail/volvo/xc90/209268248,"Volvo XC90,
2,0 B5 AWD AT8 Inscription LED",941 959 Kč,"2022, 68 057 km, Nafta, Automatická",941959.0,2022.0,68057.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc90/209268248
https://www.sauto.cz/osobni/detail/audi/a6-allroad/209268232,"Audi A6 allroad,
3,0 TDI quatro A8 Allroad TZ",1 180 000 Kč,"2022, 52 534 km, Nafta, Automatická",1180000.0,2022.0,52534.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6-allroad/209268232
https://www.sauto.cz/osobni/detail/volvo/xc60/209206962,"Volvo XC60,
2,0 B5 AWD Plus Bright Panoram",960 000 Kč,"2022, 42 357 km, Nafta, Automatická",960000.0,2022.0,42357.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/209206962
https://www.sauto.cz/osobni/detail/bmw/rada-5/209139447,"BMW Řada 5,
3,0 540d xDrive A8 Luxury TAŽN",699 000 Kč,"2022, 179 144 km, Nafta, Automatická",699000.0,2022.0,179144.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-5/209139447
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209112981,"Volkswagen Tiguan,
2,0 TDI 4Mot DSG R-Line TAŽNÉ",859 000 Kč,"2023, 41 806 km, Nafta, Automatická",859000.0,2023.0,41806.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209112981
https://www.sauto.cz/osobni/detail/volkswagen/passat/209789286,"Volkswagen Passat,
2.0TDI Business DPH",329 000 Kč,"2021, 270 000 km, Nafta, Automatická",329000.0,2021.0,270000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209789286
https://www.sauto.cz/osobni/detail/land-rover/range-rover-evoque/206423895,"Land Rover Range Rover Evoque,
P250 DYNAMIC SE AWD AUT CZ",1 549 000 Kč,"2024, 17 763 km, Benzín, Automatická",1549000.0,2024.0,17763.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/land-rover/range-rover-evoque/206423895
https://www.sauto.cz/osobni/detail/volvo/xc60/208034024,"Volvo XC60,
T6 AWD AUT DARK PLUS",1 399 000 Kč,"2026, 0 km, Hybridní, Automatická",1399000.0,2026.0,0.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/208034024
https://www.sauto.cz/osobni/detail/volkswagen/golf/209852538,"Volkswagen Golf,
1,5 eTSI DSG Life ACC Variant",535 000 Kč,"2023, 79 962 km, Benzín, Automatická",535000.0,2023.0,79962.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/209852538
https://www.sauto.cz/osobni/detail/skoda/superb/209852535,"Škoda Superb,
2,0 TDI L&K DSG WEBASTO+TAŽNÉ",699 000 Kč,"2022, 118 513 km, Nafta, Automatická",699000.0,2022.0,118513.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209852535
https://www.sauto.cz/osobni/detail/skoda/octavia/209852532,"Škoda Octavia,
1,5 TSI Ambition TAŽNÉ+PDC+LED",449 000 Kč,"2021, 69 217 km, Benzín, Manuální",449000.0,2021.0,69217.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209852532
https://www.sauto.cz/osobni/detail/skoda/octavia/209852529,"Škoda Octavia,
1,5 TSI e-TEC DSG Combi Style",449 000 Kč,"2021, 151 596 km, Benzín, Automatická",449000.0,2021.0,151596.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209852529
https://www.sauto.cz/osobni/detail/skoda/octavia/209852526,"Škoda Octavia,
2,0 TDI RS 4x4 DSG Canton+ACC",599 000 Kč,"2021, 105 305 km, Nafta, Automatická",599000.0,2021.0,105305.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209852526
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209852523,"Škoda Kodiaq,
2,0 TSI RS 4x4 DSG WEBA+TAŽNÉ",799 000 Kč,"2022, 140 281 km, Benzín, Automatická",799000.0,2022.0,140281.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209852523
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209852520,"Škoda Kodiaq,
2,0 TDI Style Plus 4x4 DSG TZ",599 000 Kč,"2021, 195 039 km, Nafta, Automatická",599000.0,2021.0,195039.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209852520
https://www.sauto.cz/osobni/detail/ford/focus/209852517,"Ford Focus,
1,0 EcoBoost Trend Edition PDC",310 000 Kč,"2020, 59 503 km, Benzín, Manuální",310000.0,2020.0,59503.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/ford/focus/209852517
https://www.sauto.cz/osobni/detail/volvo/xc60/209844243,"Volvo XC60,
2,0 B4 FWD AT8 R-Design TAŽNÉ",799 000 Kč,"2021, 72 309 km, Nafta, Automatická",799000.0,2021.0,72309.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/209844243
https://www.sauto.cz/osobni/detail/volkswagen/passat/209844237,"Volkswagen Passat,
1,5 TSI DSG Business Variant",555 000 Kč,"2022, 75 470 km, Benzín, Automatická",555000.0,2022.0,75470.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209844237
https://www.sauto.cz/osobni/detail/volkswagen/golf/209844234,"Volkswagen Golf,
1,5 eTSI DSG Life KESSY Varia",534 000 Kč,"2023, 53 038 km, Benzín, Automatická",534000.0,2023.0,53038.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/209844234
https://www.sauto.cz/osobni/detail/toyota/highlander/209844222,"Toyota Highlander,
2,5 Hybrid e-CVT AWD Executive",999 000 Kč,"2021, 60 941 km, Hybridní, Automatická",999000.0,2021.0,60941.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/toyota/highlander/209844222
https://www.sauto.cz/osobni/detail/skoda/octavia/209844219,"Škoda Octavia,
2,0 TDI Style Plus Erg. sedala",534 000 Kč,"2022, 39 849 km, Nafta, Manuální",534000.0,2022.0,39849.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209844219
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209844216,"Škoda Kodiaq,
2,0 TDI 4x4 DSG L&K WEBA+TZ",849 000 Kč,"2023, 159 201 km, Nafta, Automatická",849000.0,2023.0,159201.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209844216
https://www.sauto.cz/osobni/detail/audi/q7/209844213,"Audi Q7,
3,0 TDI quatro S line TAŽNÉ",1 449 000 Kč,"2022, 65 010 km, Nafta, Automatická",1449000.0,2022.0,65010.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/q7/209844213
https://www.sauto.cz/osobni/detail/volkswagen/golf/209829978,"Volkswagen Golf,
1,5 eTSI DSG Life LED Variant",540 000 Kč,"2023, 47 908 km, Benzín, Automatická",540000.0,2023.0,47908.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/209829978
https://www.sauto.cz/osobni/detail/skoda/superb/209829972,"Škoda Superb,
2,0 TDI DSG Combi Sportline",684 000 Kč,"2023, 75 386 km, Nafta, Automatická",684000.0,2023.0,75386.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209829972
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-v/209726106,"Mercedes-Benz Třídy V,
300d*4M*EXCLUSIVE*VZDUCH*360*P",1 549 000 Kč,"2022, 97 823 km, Nafta, Automatická",1549000.0,2022.0,97823.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-v/209726106
https://www.sauto.cz/osobni/detail/bmw/i3/209584599,"BMW i3,
120Ah BEV, SoH 97%, NOVÁ CENA",410 000 Kč,"2020, 102 741 km, Elektro, Automatická",410000.0,2020.0,102741.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/bmw/i3/209584599
https://www.sauto.cz/osobni/detail/skoda/octavia/209829969,"Škoda Octavia,
1,5 G-TEC DSG Ambition PDC",334 000 Kč,"2020, 176 353 km, CNG + benzín, Automatická",334000.0,2020.0,176353.0,Other,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209829969
https://www.sauto.cz/osobni/detail/skoda/octavia/209829966,"Škoda Octavia,
2,0 TDI Combi Style Plus TAŽNÉ",434 000 Kč,"2021, 143 164 km, Nafta, Manuální",434000.0,2021.0,143164.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209829966
https://www.sauto.cz/osobni/detail/skoda/octavia/209829963,"Škoda Octavia,
2,0 TDI DSG Style Plus TAŽNÉ",599 000 Kč,"2022, 77 162 km, Nafta, Automatická",599000.0,2022.0,77162.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209829963
https://www.sauto.cz/osobni/detail/skoda/octavia/209818452,"Škoda Octavia,
2,0 TDI DSG First Ultimate ACC",684 000 Kč,"2024, 42 910 km, Nafta, Automatická",684000.0,2024.0,42910.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209818452
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209812719,"Volkswagen Tiguan,
1,5 TSI Life LED+ACC+Kamera",540 000 Kč,"2022, 49 080 km, Benzín, Manuální",540000.0,2022.0,49080.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209812719
https://www.sauto.cz/osobni/detail/volkswagen/caddy/209812716,"Volkswagen Caddy,
2,0 TDI DSG PDC Maxi Style",599 000 Kč,"2023, 142 378 km, Nafta, Automatická",599000.0,2023.0,142378.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/caddy/209812716
https://www.sauto.cz/osobni/detail/skoda/superb/209812713,"Škoda Superb,
1,5 TSI Style DSG NAVI+ACC",525 000 Kč,"2022, 131 650 km, Benzín, Automatická",525000.0,2022.0,131650.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209812713
https://www.sauto.cz/osobni/detail/skoda/octavia/209812710,"Škoda Octavia,
2,0 TDI Ambition Plus TAŽNÉ",339 000 Kč,"2021, 181 878 km, Nafta, Manuální",339000.0,2021.0,181878.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209812710
https://www.sauto.cz/osobni/detail/skoda/karoq/209812707,"Škoda Karoq,
2,0 TDI Style TAŽNÉ+ACC+LED",485 000 Kč,"2021, 88 495 km, Nafta, Manuální",485000.0,2021.0,88495.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209812707
https://www.sauto.cz/osobni/detail/skoda/karoq/209812704,"Škoda Karoq,
2,0 TDI Ambition LED+Kamera",475 000 Kč,"2020, 78 050 km, Nafta, Manuální",475000.0,2020.0,78050.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209812704
https://www.sauto.cz/osobni/detail/kia/cee-d/209812701,"Kia Cee´d,
1,5 T-GDI SW Top PDC+Kamera",384 000 Kč,"2021, 62 007 km, Benzín, Manuální",384000.0,2021.0,62007.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/kia/cee-d/209812701
https://www.sauto.cz/osobni/detail/kia/cee-d/209812698,"Kia Cee´d,
1,0 T-GDI SW Fresh PDC+AC",289 000 Kč,"2022, 163 084 km, Benzín, Manuální",289000.0,2022.0,163084.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/kia/cee-d/209812698
https://www.sauto.cz/osobni/detail/hyundai/i30/209812695,"Hyundai i30,
1,5 CVVT Comfort PDC+AC",325 000 Kč,"2022, 68 691 km, Benzín, Manuální",325000.0,2022.0,68691.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209812695
https://www.sauto.cz/osobni/detail/skoda/octavia/209800992,"Škoda Octavia,
2,0 TDI DSG Top Selection ACC",634 000 Kč,"2024, 52 136 km, Nafta, Automatická",634000.0,2024.0,52136.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209800992
https://www.sauto.cz/osobni/detail/skoda/fabia/209800989,"Škoda Fabia,
1,0 TSI Ambition PDC+Klima",315 000 Kč,"2021, 35 512 km, Benzín, Manuální",315000.0,2021.0,35512.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209800989
https://www.sauto.cz/osobni/detail/skoda/scala/209794797,"Škoda Scala,
1,0 TSI Style Extra Komfort",300 000 Kč,"2021, 151 371 km, Benzín, Manuální",300000.0,2021.0,151371.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209794797
https://www.sauto.cz/osobni/detail/kia/sportage/209794785,"Kia Sportage,
1,6 T-GDI 4x4 MHEV DCT GT Line",675 000 Kč,"2023, 73 841 km, Benzín, Automatická",675000.0,2023.0,73841.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/kia/sportage/209794785
https://www.sauto.cz/osobni/detail/volvo/xc90/209720544,"Volvo XC90,
B5 AWD AUT BRIGHT ULTRA 7 míst",1 959 000 Kč,"2026, 0 km, Benzín, Automatická",1959000.0,2026.0,0.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc90/209720544
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209778234,"Volkswagen Tiguan,
1,5 TSI ACT Life Kamera+ACC",564 000 Kč,"2022, 52 598 km, Benzín, Manuální",564000.0,2022.0,52598.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209778234
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209778231,"Volkswagen Arteon Shooting Brake,
2,0 TDI DSG Elegance DCC",624 000 Kč,"2021, 102 403 km, Nafta, Automatická",624000.0,2021.0,102403.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209778231
https://www.sauto.cz/osobni/detail/skoda/superb/209778228,"Škoda Superb,
2,0 TDI 4x4 DSG Style TAŽNÉ",799 000 Kč,"2023, 55 643 km, Nafta, Automatická",799000.0,2023.0,55643.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209778228
https://www.sauto.cz/osobni/detail/skoda/scala/209778225,"Škoda Scala,
1,0 TSI Style Extra PDC+AutoAC",319 000 Kč,"2021, 124 526 km, Benzín, Manuální",319000.0,2021.0,124526.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209778225
https://www.sauto.cz/osobni/detail/skoda/scala/209778216,"Škoda Scala,
1,0 TSI Ambition PDC+AC+TPM",289 000 Kč,"2020, 42 503 km, Benzín, Manuální",289000.0,2020.0,42503.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209778216
https://www.sauto.cz/osobni/detail/skoda/octavia/209778213,"Škoda Octavia,
2,0 TDI Combi Ambition Plus",380 000 Kč,"2020, 115 974 km, Nafta, Manuální",380000.0,2020.0,115974.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209778213
https://www.sauto.cz/osobni/detail/skoda/octavia/209778207,"Škoda Octavia,
2,0 TDI DSG Style Plus ACC+LED",499 000 Kč,"2022, 84 898 km, Nafta, Automatická",499000.0,2022.0,84898.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209778207
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209772966,"Volkswagen Tiguan,
1,5 TSI ACT Life Kamera+NAVI",570 000 Kč,"2022, 37 576 km, Benzín, Manuální",570000.0,2022.0,37576.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209772966
https://www.sauto.cz/osobni/detail/skoda/karoq/209772948,"Škoda Karoq,
2,0 TDI Combi Ambition Plus",375 000 Kč,"2020, 186 804 km, Nafta, Manuální",375000.0,2020.0,186804.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209772948
https://www.sauto.cz/osobni/detail/skoda/fabia/209772945,"Škoda Fabia,
1,0 TSI Combi Style PDC+AutoAC",265 000 Kč,"2020, 133 001 km, Benzín, Manuální",265000.0,2020.0,133001.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209772945
https://www.sauto.cz/osobni/detail/mini/cooper/209772942,"Mini Cooper,
1,5 A7 LED+PDC+AutoAC",579 000 Kč,"2022, 38 761 km, Benzín, Automatická",579000.0,2022.0,38761.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mini/cooper/209772942
https://www.sauto.cz/osobni/detail/kia/xcee-d/209772939,"Kia XCee´d,
1,5 T-GDI Exclusive PDC+AutoAC",384 000 Kč,"2022, 56 815 km, Benzín, Manuální",384000.0,2022.0,56815.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/kia/xcee-d/209772939
https://www.sauto.cz/osobni/detail/kia/ev3/209675820,"Kia EV3,
Long Range, SoH 100%",950 000 Kč,"2024, 19 718 km, Elektro, Automatická",950000.0,2024.0,19718.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/kia/ev3/209675820
https://www.sauto.cz/osobni/detail/hyundai/i30/209772927,"Hyundai i30,
1,5 CVVT Combi Comfort PDC",379 000 Kč,"2023, 16 526 km, Benzín, Manuální",379000.0,2023.0,16526.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209772927
https://www.sauto.cz/osobni/detail/hyundai/i30/209772921,"Hyundai i30,
1,0 T-GDI Combi Family Smart",315 000 Kč,"2022, 52 698 km, Benzín, Manuální",315000.0,2022.0,52698.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209772921
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209765799,"Volkswagen Tiguan,
2,0 TSI 4Mot DSG Elegance LED",684 000 Kč,"2022, 108 766 km, Benzín, Automatická",684000.0,2022.0,108766.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209765799
https://www.sauto.cz/osobni/detail/skoda/karoq/209765787,"Škoda Karoq,
1,5 TSI Style Plus TAŽNÉ+ACC",534 000 Kč,"2021, 81 755 km, Benzín, Manuální",534000.0,2021.0,81755.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209765787
https://www.sauto.cz/osobni/detail/volvo/xc40/209728116,"Volvo XC40,
2,0 B4 DCT Plus Dark PDC",674 000 Kč,"2022, 53 019 km, Benzín, Automatická",674000.0,2022.0,53019.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc40/209728116
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209728110,"Volkswagen Tiguan,
1,5 TSI Life PDC+ACC",519 000 Kč,"2022, 76 520 km, Benzín, Manuální",519000.0,2022.0,76520.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209728110
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209728101,"Škoda Kodiaq,
2,0 TDI 4x4 DSG L&K TAŽNÉ+NAVI",809 000 Kč,"2023, 147 636 km, Nafta, Automatická",809000.0,2023.0,147636.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209728101
https://www.sauto.cz/osobni/detail/opel/insignia/209728098,"Opel Insignia,
2,0 Turbo A9 Elegance Gr Sport",445 000 Kč,"2021, 104 581 km, Benzín, Automatická",445000.0,2021.0,104581.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/opel/insignia/209728098
https://www.sauto.cz/osobni/detail/hyundai/i30/209728095,"Hyundai i30,
1,5 T-GDI Combi Smart",479 000 Kč,"2024, 58 639 km, Benzín, Automatická",479000.0,2024.0,58639.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/hyundai/i30/209728095
https://www.sauto.cz/osobni/detail/ford/ranger/209728092,"Ford Ranger,
2,0 TDCi 4x4 Limited Off-Road",659 000 Kč,"2020, 46 276 km, Nafta, Manuální",659000.0,2020.0,46276.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/ranger/209728092
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209725317,"Škoda Kodiaq,
2,0 TDI 4x4 DSG L&K 7 Míst+TZ",779 000 Kč,"2022, 147 710 km, Nafta, Automatická",779000.0,2022.0,147710.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209725317
https://www.sauto.cz/osobni/detail/hyundai/i30/209716896,"Hyundai i30,
1,5 T-GDI Kombi DCT Smart",370 000 Kč,"2022, 70 850 km, Benzín, Automatická",370000.0,2022.0,70850.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/hyundai/i30/209716896
https://www.sauto.cz/osobni/detail/ford/kuga/209716890,"Ford Kuga,
1,5 EcoBlue ST-Line X",445 000 Kč,"2020, 108 314 km, Nafta, Manuální",445000.0,2020.0,108314.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/kuga/209716890
https://www.sauto.cz/osobni/detail/bmw/rada-1/209716887,"BMW Řada 1,
2,0 120d xDrive AT8 Advantage",584 000 Kč,"2021, 144 398 km, Nafta, Automatická",584000.0,2021.0,144398.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-1/209716887
https://www.sauto.cz/osobni/detail/audi/q2/209716884,"Audi Q2,
1,5 35 TFSI S line Stronic LED",545 000 Kč,"2022, 47 088 km, Benzín, Automatická",545000.0,2022.0,47088.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/audi/q2/209716884
https://www.sauto.cz/osobni/detail/ford/puma/206525532,"Ford Puma,
Titanium 1.0 EcoBoost 92kW MAN",509 800 Kč,"2026, 10 km, Benzín, Manuální",509800.0,2026.0,10.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/ford/puma/206525532
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209707518,"Volkswagen Arteon Shooting Brake,
2,0 TDI DSG Elegance",709 000 Kč,"2022, 63 122 km, Nafta, Automatická",709000.0,2022.0,63122.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209707518
https://www.sauto.cz/osobni/detail/ford/focus/209707473,"Ford Focus,
1,5 EcoBlue AT8 Combi Titanium",405 000 Kč,"2022, 71 966 km, Nafta, Automatická",405000.0,2022.0,71966.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/ford/focus/209707473
https://www.sauto.cz/osobni/detail/cupra/formentor/209707470,"Cupra Formentor,
1,5 TSI DSG ACC+PDC+KAMERA",534 000 Kč,"2022, 61 115 km, Benzín, Automatická",534000.0,2022.0,61115.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/cupra/formentor/209707470
https://www.sauto.cz/osobni/detail/volkswagen/passat/209694150,"Volkswagen Passat,
2,0 TDI Business ACC Variant",545 000 Kč,"2023, 92 757 km, Nafta, Manuální",545000.0,2023.0,92757.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/passat/209694150
